Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
599,80,RL,60,10194,OldTown,5,5,1960,2007,1659,1802,1,1,3,11,2,291981
600,190,RL,96,9290,ClearCr,4,5,1997,1997,784,1285,1,0,3,5,1,231053
601,120,RH,36,10808,StoneBr,7,5,1898,1950,1563,694,2,0,1,7,1,206801
602,120,RM,71,6630,IDOTRR,6,10,1906,1981,1098,2335,1,0,4,3,1,297745
603,120,FV,62,16888,NWAmes,5,8,1886,1957,779,2041,2,0,2,5,2,285909
604,30,RM,99,4615,Mitchel,8,5,1948,2003,1004,1487,1,0,2,7,1,243650
605,40,RL,81,8043,Gilbert,3,4,1973,1989,548,1079,1,1,4,6,2,192268
606,90,RL,58,14246,Veenker,7,7,1992,2005,1136,1254,2,1,3,9,2,310464
607,70,RL,87,10669,NridgHt,10,10,1986,1992,1062,1614,0,1,2,6,2,279334
608,45,RL,62,12696,Blmngtn,8,5,1999,1999,1260,1374,1,2,3,5,2,350189
609,120,RL,89,16632,OldTown,7,5,1921,1973,1401,1492,1,0,2,7,2,354323
610,50,RL,65,14515,CollgCr,5,8,1892,1959,1096,2305,2,1,3,8,3,344164
611,30,RL,91,11049,Blmngtn,5,6,1897,1996,459,1961,2,1,2,4,2,249903
612,190,RL,78,18857,NAmes,7,5,1921,1988,1422,914,1,0,4,7,2,324673
613,160,RL,135,7986,Veenker,5,6,1930,1988,1055,1538,1,1,3,8,2,327689
614,190,RL,68,10098,Gilbert,4,8,1992,1992,292,1239,2,0,3,5,2,240235
615,80,RM,77,10378,NWAmes,7,7,1980,1985,1173,1648,1,1,2,9,2,328002
616,45,RL,60,10090,Timber,5,6,1882,1974,1204,1468,1,0,2,6,2,237881
617,90,RM,70,6223,Blmngtn,8,6,1958,2009,906,2983,1,0,3,5,2,372636
618,50,RL,20,4165,BrDale,7,4,1977,1999,970,1714,2,0,3,7,4,392092
619,190,RH,79,12168,IDOTRR,7,7,1902,2008,811,1432,1,0,2,5,2,360854
620,90,RL,96,7966,SWISU,7,5,1938,2006,1216,2421,2,0,3,7,1,324683
621,45,RL,77,18131,NWAmes,8,8,1992,1992,1105,1602,2,0,4,7,2,325086
622,120,RL,43,10209,Blmngtn,7,5,1947,1968,686,740,2,0,3,5,0,207381
623,50,RL,53,9494,Blueste,6,7,1933,1995,1697,1437,2,0,2,9,1,271769
624,90,RL,21,14877,Crawfor,5,5,1936,1994,783,1806,1,0,3,7,2,226368
625,80,RL,89,12108,Somerst,8,5,1990,1990,0,1742,2,1,3,7,2,327625
626,40,RL,49,9797,ClearCr,7,4,1939,1965,861,2002,2,1,0,6,3,269447
627,20,RL,69,7937,Veenker,5,6,1952,1952,1462,1576,1,1,3,5,3,275273
628,40,RL,66,25130,Timber,3,7,1934,1978,967,1541,1,1,3,7,1,227460
629,45,FV,99,11947,NAmes,6,6,1996,1996,396,798,1,0,5,8,2,191867
630,30,RL,71,14837,NAmes,3,5,1942,2002,638,2264,2,0,3,5,2,239595
631,20,RL,86,6408,Timber,8,3,1934,1999,617,1347,1,0,2,7,1,235556
632,70,RL,80,8188,Sawyer,9,8,1904,1978,819,1010,1,1,3,7,2,337739
633,80,RL,97,18949,Crawfor,4,6,1905,1980,945,2813,2,1,2,6,3,398172
634,70,RL,65,16087,ClearCr,6,6,1942,1966,1247,2340,2,0,2,8,2,298431
635,50,RH,107,12330,Gilbert,4,7,1952,1959,1101,1276,1,0,3,5,2,350243
636,180,RM,30,8973,SawyerW,6,6,1958,1976,1120,559,2,1,4,5,3,214926
637,20,RL,87,9563,NAmes,5,5,1944,2002,1761,1140,2,0,4,3,3,265341
638,70,RL,52,7795,Timber,6,6,1948,1990,1394,2289,1,0,2,6,2,366550
639,190,RM,60,5872,NoRidge,5,6,1888,1964,1359,1588,2,1,3,6,2,298910
640,70,RM,81,14195,BrDale,4,7,1905,2009,324,825,2,0,2,9,2,180998
641,90,RL,81,12655,Sawyer,5,7,1907,1993,749,1891,2,1,2,8,2,322320
642,40,RL,82,13444,NridgHt,4,3,1919,1980,411,1395,2,0,4,5,1,255847
643,90,RM,42,9152,Somerst,6,5,1906,1970,742,1175,2,1,4,8,2,251794
644,20,RL,98,11522,Somerst,3,3,1917,2009,1367,1213,1,1,2,7,4,244493
645,20,FV,51,8771,BrkSide,6,4,1964,2008,892,2153,1,0,2,6,2,292488
646,45,RL,54,7590,MeadowV,8,6,1943,2007,1478,1773,1,1,2,4,2,290707
647,90,RL,82,17168,Veenker,7,7,1909,1990,1327,756,1,1,3,5,2,230709
648,60,RM,64,10986,NoRidge,8,4,1978,1995,1070,1683,2,1,4,6,2,361567
649,190,RL,76,12529,Mitchel,8,5,1891,1994,1488,1553,1,0,2,8,3,332290
650,160,RL,26,13843,Timber,4,8,1970,2009,1595,1289,1,0,3,7,2,256973
651,40,RL,75,11036,OldTown,4,7,1909,1975,1231,1316,1,0,2,9,2,224115
652,20,RL,74,11462,OldTown,6,5,1917,1987,1141,1067,1,1,1,8,2,238862
653,45,RL,59,6153,Blmngtn,8,6,1964,2000,1303,1168,1,1,3,6,2,308029
654,180,RL,28,6915,NAmes,9,5,1939,1985,487,1644,1,0,4,8,3,325652
655,190,RL,65,6708,NPkVill,3,4,1917,2001,1002,1361,2,0,2,5,2,227279
656,90,RM,69,12921,OldTown,5,4,1983,1983,1040,1772,1,1,2,4,0,255968
657,40,RL,62,10783,StoneBr,4,5,1908,2000,902,1107,2,0,2,7,1,192057
658,180,RL,33,6915,Crawfor,7,5,1991,1991,734,1853,2,0,3,6,3,331553
659,90,RL,101,12820,Gilbert,6,8,1900,1963,1449,2157,2,0,2,6,2,357890
660,70,FV,57,12673,NPkVill,4,7,1998,1998,1118,1496,1,0,3,7,2,248866
661,180,RM,65,7720,StoneBr,6,5,1939,1962,1154,1760,2,1,3,8,2,194635
662,45,RL,21,10388,StoneBr,6,5,1992,1992,1619,1779,2,0,2,6,2,261368
663,40,RL,101,12688,MeadowV,7,5,2008,2008,971,1248,1,0,3,6,2,346448
664,120,RL,60,7066,Somerst,2,6,1937,1950,894,1781,1,1,2,7,1,259888
665,50,RL,71,12764,Edwards,8,7,1882,2006,1594,365,1,0,3,7,3,294323
666,50,RM,92,11704,OldTown,6,5,1902,1966,453,334,2,0,3,5,2,211460
667,40,RL,56,6503,Edwards,7,3,1962,1997,1070,1335,2,1,4,9,2,342252
668,180,RM,89,11379,Gilbert,7,6,1934,1999,754,1816,1,1,0,7,2,292430
669,90,RM,28,11962,ClearCr,4,5,1989,1989,1167,1457,1,0,3,7,1,262299
670,45,RL,81,7995,Edwards,4,5,1995,1995,1278,1872,2,0,2,9,2,260230
671,160,RL,101,8310,NridgHt,6,6,1941,2003,1301,899,2,0,5,9,1,244082
672,50,RL,58,6466,NWAmes,4,5,1966,2004,1460,1941,2,1,3,5,2,382448
673,45,RL,92,8704,Timber,7,5,1979,2008,948,2314,2,0,3,5,2,307048
674,50,RM,106,10451,Timber,6,5,1906,1966,973,1151,2,0,3,8,2,212656
675,70,RL,64,8321,NAmes,7,5,1913,1952,1260,1885,2,0,4,10,2,313691
676,90,RL,63,4560,SawyerW,5,7,1912,1983,1405,1511,1,1,4,7,2,260060
677,70,RL,52,7745,Sawyer,5,9,1971,1989,529,1720,1,0,4,6,1,274189
678,190,RL,59,8830,NWAmes,6,7,1975,1975,1175,2313,2,0,4,7,3,393264
679,50,RL,53,13767,IDOTRR,3,6,1974,1974,891,1663,1,0,4,6,2,237838
680,120,RL,52,12879,BrDale,6,6,1917,1983,1084,1882,1,0,3,12,0,372998
681,120,RL,93,13844,CollgCr,7,6,1920,1975,907,868,2,1,1,6,2,305568
682,70,RL,54,7543,Timber,5,8,1958,1980,760,1866,2,1,2,9,2,253271
683,120,RL,75,11066,NoRidge,7,5,2007,2007,642,2305,2,1,3,6,2,342325
684,50,RL,70,1300,NPkVill,4,5,1901,1979,989,1038,1,1,3,9,2,238473
685,40,RL,99,12215,Mitchel,5,6,1895,1969,1193,1338,2,0,3,6,2,225378
686,70,RL,59,12943,ClearCr,9,6,1911,1970,808,1843,1,1,2,8,1,225592
687,190,RL,77,9093,SWISU,9,5,1917,1978,1525,1723,2,0,3,10,1,442156
688,160,RL,85,11681,BrDale,6,6,1977,2008,2033,820,1,0,2,7,2,238084
689,160,RL,99,4440,Blueste,8,7,1900,1974,1215,1582,0,1,3,7,2,358051
690,30,RL,59,7295,NWAmes,6,5,1935,1987,1033,1333,1,1,3,5,1,293179
691,180,RL,57,13561,Sawyer,5,7,1925,2007,685,1015,2,1,2,7,1,193406
692,90,RL,48,12545,Timber,5,5,1922,1993,1198,2178,1,1,4,9,2,400009
693,120,RL,114,8852,NWAmes,8,8,1999,1999,1640,1502,2,2,3,6,2,348958
694,120,RM,97,13745,CollgCr,4,5,1925,1958,1829,1991,1,0,4,8,2,309644
695,180,RL,69,11053,NWAmes,6,6,1927,1988,1608,913,1,1,2,7,0,190665
696,20,RL,108,8483,SWISU,6,3,1963,1993,1387,1794,2,1,2,6,2,216492
697,190,FV,67,9768,NridgHt,7,4,1910,1975,1214,2030,2,1,1,6,2,317096
698,60,RM,84,8678,BrkSide,6,6,1950,2006,630,1378,1,1,2,6,3,332920
699,70,RL,70,5764,NAmes,5,5,1887,1986,1010,1251,2,0,2,5,2,176941
700,190,RL,77,15526,Crawfor,4,5,2009,2009,963,847,2,1,2,9,1,226099
701,80,RL,75,8227,NoRidge,6,3,1931,1986,1012,1065,2,0,4,8,2,262306
702,120,RL,61,7170,NoRidge,6,7,1924,1961,762,1273,2,1,4,6,2,310386
703,90,RL,91,4382,Blueste,6,7,1916,1973,1353,1012,1,0,4,6,2,303618
704,30,RL,84,1300,SawyerW,7,5,1923,1975,940,1116,1,0,5,7,0,258507
705,160,RL,90,13305,BrDale,4,6,1996,1996,907,1579,1,0,3,6,2,263504
706,120,RL,76,13674,StoneBr,8,7,1917,1958,763,1638,1,0,3,6,2,276865
707,30,RM,51,15272,Sawyer,6,6,1978,1978,1142,2045,2,0,2,6,1,261983
708,50,RL,104,9903,Mitchel,4,5,2003,2003,1648,1119,1,0,2,9,2,240630
709,190,RL,64,9212,NWAmes,5,6,1885,1978,1045,1511,1,0,3,5,2,217213
710,50,RL,77,8469,SWISU,7,5,1947,1980,1162,1291,2,0,4,6,2,289625
711,60,RL,82,8833,Edwards,8,5,1980,1980,1824,1255,2,0,3,10,1,322058
712,40,RL,77,14979,CollgCr,5,5,1892,1969,1531,1341,2,0,4,4,3,265668
713,80,RL,88,10393,NAmes,6,5,1909,1972,1285,1401,2,1,2,9,1,275856
714,190,RL,91,12012,Veenker,4,4,1979,1992,1268,1625,1,0,3,6,1,248809
715,20,RL,65,8731,NWAmes,3,8,1881,1976,808,1334,2,0,3,5,2,239677
716,60,RL,102,15783,NridgHt,6,5,1937,1979,769,2113,2,0,6,4,3,331686
717,45,RL,64,2881,SawyerW,6,5,1915,1970,1106,647,1,0,4,5,1,209373
718,20,RL,76,5617,Veenker,7,5,1951,1993,1116,2026,1,1,3,5,3,283897
719,70,RL,62,12018,NWAmes,5,5,2005,2005,710,1315,1,0,2,4,1,250521
720,90,C (all),56,17502,MeadowV,1,5,1956,1998,1331,1405,2,0,2,6,2,254618
721,190,RL,90,9599,Blueste,5,5,1929,1956,939,1495,1,0,3,4,1,277758
722,45,RL,132,7130,NridgHt,2,4,1911,1971,1500,1852,2,1,4,7,2,281839
723,45,RL,62,14502,Veenker,4,5,1977,1977,1027,1059,1,1,2,8,2,264352
724,60,RL,94,11794,NWAmes,5,5,1922,1972,992,1171,1,0,2,9,2,292708
725,180,RH,63,15660,NoRidge,5,3,2004,2004,675,1750,1,0,3,7,2,323323
726,40,RL,69,5338,NridgHt,5,6,1974,1979,718,650,1,0,4,10,2,226033
727,190,RM,105,15346,Veenker,6,6,1957,1983,1577,1482,1,1,3,3,3,295033
728,180,RL,48,4306,Edwards,3,6,1933,1962,1157,1101,1,0,3,5,1,238571
729,60,RL,43,9347,NWAmes,4,5,1926,2009,1205,995,1,0,3,6,1,140217
730,70,RL,68,12151,SawyerW,6,6,1893,1953,1690,680,2,0,2,8,2,298360
731,160,RM,83,11244,Mitchel,4,8,1934,1967,522,1886,2,0,2,9,1,276085
732,120,RL,79,14742,Timber,6,1,1942,2005,1318,1579,2,0,4,7,2,372223
733,120,RL,77,3193,NPkVill,3,3,1898,1972,414,1163,2,0,4,6,2,162239
734,40,C (all),70,11064,NAmes,5,5,1970,1982,874,1417,2,0,3,7,2,313721
735,70,RL,85,15298,StoneBr,4,4,1980,1983,591,953,2,0,3,5,3,253052
736,40,RL,20,10737,NWAmes,4,5,1916,1983,1393,1231,1,0,4,6,1,215127
737,190,RL,54,5930,Somerst,6,6,1986,1986,294,1400,2,0,3,7,1,251763
738,190,RH,68,14530,OldTown,8,5,1971,1984,957,1531,2,1,1,5,1,301488
739,30,RL,84,7906,SawyerW,3,10,1931,1966,586,1696,2,1,3,4,1,213684
740,180,RL,99,7202,Mitchel,5,5,1907,1977,708,597,2,1,3,8,2,163110
741,120,RM,52,6699,Veenker,6,5,1915,1963,769,1697,1,1,3,7,2,333326
742,45,RL,99,9705,BrkSide,5,9,1995,1995,1577,637,2,0,5,6,2,214808
743,180,RL,60,11232,NridgHt,7,7,1943,1997,915,1715,1,0,4,6,2,260659
744,80,RL,67,5423,SWISU,4,5,1897,1960,1740,1393,1,1,2,10,1,297582
745,190,RL,81,6245,Somerst,8,5,1968,2006,1824,2045,1,0,3,6,0,280144
746,90,RM,65,7722,NWAmes,5,7,1957,1962,1895,1162,1,0,3,5,3,277942
747,70,RM,92,6680,Blueste,5,5,1969,1982,1026,1890,1,0,3,7,0,236139
748,20,RL,61,10647,NWAmes,7,5,1887,2006,1134,916,1,0,3,7,3,337283
749,40,RL,62,11944,StoneBr,6,7,1894,2004,1201,1552,3,1,3,4,2,332946
750,190,RL,91,11395,Somerst,6,5,1886,1951,903,480,1,0,4,6,3,196996
751,180,RL,54,11401,NridgHt,6,4,1896,1983,1219,1941,2,1,3,6,2,260682
752,90,RL,74,17183,NridgHt,6,5,1965,2002,675,2363,2,0,4,7,1,353721
753,180,RL,36,12194,NWAmes,4,5,1997,1997,299,1150,2,0,2,6,2,240285
754,20,RL,106,13635,Veenker,6,7,1943,1986,1335,1561,1,0,3,7,2,282650
755,90,RL,94,8841,StoneBr,4,4,1891,1953,910,1721,2,0,3,10,1,227800
756,80,RL,125,14276,NoRidge,7,7,1935,1961,659,724,1,1,5,9,2,236974
757,20,RL,96,8650,Somerst,9,5,1980,1980,709,1125,1,0,3,7,1,338481
758,60,RL,47,12145,Timber,5,5,1895,2007,1656,1094,2,0,1,7,2,318601
759,50,RM,83,5014,Blueste,5,4,1881,1977,1235,2703,2,0,3,8,3,434123
760,60,RL,51,11164,Mitchel,3,6,2007,2007,441,2022,2,0,3,8,1,226765
761,120,FV,101,6598,NWAmes,2,8,1971,1971,575,1391,1,0,4,8,1,203712
762,180,RM,47,14244,BrkSide,8,5,1984,1984,933,1889,1,2,3,5,1,399730
763,190,RL,47,14003,Blueste,4,5,1910,2001,1240,1605,0,0,5,4,1,218636
764,190,RM,37,8633,CollgCr,5,5,1926,1967,732,1796,2,1,3,11,1,237833
765,190,RL,60,18698,CollgCr,7,7,1922,2002,980,973,1,0,2,10,1,286952
766,50,RL,56,9356,StoneBr,8,1,1944,2002,1095,2186,2,0,3,7,1,321563
767,60,RL,44,4051,Somerst,6,6,1929,2002,1104,1116,1,0,3,12,2,205807
768,50,RL,109,7383,Gilbert,6,6,1880,1976,91,1142,0,0,6,8,3,206324
769,160,RL,80,6323,Sawyer,6,5,2001,2001,1138,1795,1,1,2,7,2,364163
770,180,RL,78,12018,NridgHt,9,5,1907,1976,356,1672,1,1,2,6,1,314360
771,50,RL,101,5558,CollgCr,6,5,1965,1991,935,1511,2,1,2,7,1,212973
772,45,RL,75,8343,CollgCr,6,7,1961,1961,849,1919,2,1,3,7,2,279153
773,40,RL,55,11758,SawyerW,2,6,1901,1955,618,919,1,0,2,12,2,220662
774,40,RL,35,11054,Mitchel,4,5,1920,1960,1387,2422,1,1,3,7,3,319455
775,45,RL,53,10449,ClearCr,6,5,1955,1983,600,1249,3,1,4,8,0,232870
776,90,RL,100,11004,CollgCr,8,5,1968,1988,840,1455,2,1,3,8,2,313210
777,30,RM,44,9017,ClearCr,7,7,1938,1969,1401,2429,2,0,3,5,2,373370
778,90,RL,77,4084,Crawfor,9,5,1948,2002,829,1145,1,0,4,5,3,297894
779,20,RL,90,8912,Gilbert,6,5,2002,2002,746,2011,1,0,3,7,2,381205
780,20,RL,75,12374,BrkSide,7,5,1953,1970,942,1392,1,0,2,6,2,273620
781,50,RL,77,9952,IDOTRR,7,5,1886,1967,1266,1079,1,0,3,7,2,314298
782,60,RH,83,12065,Timber,6,5,1980,1980,1628,1308,2,1,3,5,2,383003
783,60,RL,77,8152,BrDale,5,4,1990,1990,675,1783,1,0,2,6,1,290913
784,40,FV,102,14477,IDOTRR,5,4,1931,1953,707,2007,2,0,3,5,1,233297
785,70,RL,49,1300,NoRidge,7,6,1903,1962,939,1612,1,0,6,6,2,304800
786,90,RL,74,11065,Mitchel,5,5,1905,1967,1142,701,2,1,3,5,1,194818
787,160,RL,33,15895,NPkVill,8,3,2004,2004,741,1817,0,0,3,10,2,382358
788,180,RL,28,16490,Timber,4,7,1969,1978,1325,1428,1,1,3,6,4,294983
789,120,RL,68,9572,Blmngtn,7,4,2001,2001,683,948,2,2,4,9,2,266975
790,80,RM,80,5195,Blueste,6,6,1889,2005,289,1673,1,1,4,10,2,222782
791,60,RM,102,15965,Veenker,7,5,1896,1962,1262,2066,1,0,3,9,2,237660
792,180,RL,118,10292,BrDale,5,4,1881,1976,1309,1503,1,0,3,6,2,234616
793,80,RH,96,9864,Blmngtn,8,5,1991,2009,1467,1961,2,1,3,8,3,410595
794,180,RM,84,6928,Mitchel,6,2,1906,1968,253,1731,2,1,3,5,2,315542
795,50,RL,73,5500,NoRidge,5,7,1950,1998,783,1737,2,1,2,5,2,265092
796,80,RL,39,12755,NoRidge,6,5,1997,1997,949,1347,2,0,3,9,2,245434
797,120,RL,67,13179,Somerst,5,4,1888,1987,1752,1909,3,0,3,4,2,312810
798,180,RL,95,11306,ClearCr,5,5,1965,1968,986,1957,2,0,2,10,2,330116
799,45,RL,87,7443,NPkVill,5,5,1902,2001,511,1896,2,1,2,7,2,300370
800,120,RL,44,6240,SawyerW,7,5,1952,1952,1168,1343,2,1,0,6,2,307009
801,80,RM,82,4771,Blmngtn,6,5,1906,1989,1573,1992,1,0,3,5,2,421928
802,120,RL,80,8257,Mitchel,6,5,1972,1972,1488,1693,3,0,3,8,1,364426
803,180,RL,76,6476,BrDale,5,7,1960,1970,1274,1013,2,0,2,7,3,216341
804,30,FV,69,3662,Blueste,5,5,1963,1971,1155,1309,1,1,4,8,2,209198
805,180,RM,83,13105,BrDale,8,6,1922,1964,142,1234,1,0,3,6,2,224661
806,180,RL,83,5223,NWAmes,6,7,1886,1999,1060,506,1,0,1,5,2,259531
807,50,RM,57,14435,ClearCr,8,5,1971,1988,1121,2001,1,0,2,6,2,261665
808,90,RL,79,12076,CollgCr,4,7,1962,1997,986,3050,1,0,3,6,2,367321
809,45,RL,66,11677,IDOTRR,4,6,1963,1988,1332,2104,1,1,2,3,2,294571
810,160,RL,40,17161,SWISU,7,5,1923,1981,979,1581,1,1,2,3,1,235790
811,60,RL,58,5356,NoRidge,6,9,1919,1998,902,1242,2,1,3,6,2,272993
812,20,RL,38,13995,Timber,4,5,1904,1953,1465,1037,1,1,3,8,1,219809
813,90,RL,89,9309,NPkVill,5,5,1938,1993,884,1575,1,0,3,7,2,302395
814,20,RL,77,20784,IDOTRR,7,6,1982,1994,1075,1984,1,1,3,6,1,247022
815,50,RL,62,8976,Edwards,5,5,1965,1981,1409,1162,2,1,5,7,2,232234
816,45,RL,98,8330,IDOTRR,6,5,1991,1991,645,2782,1,1,2,7,1,299412
817,190,RM,71,12202,Edwards,5,4,1965,2002,602,808,1,0,1,7,3,257773
818,180,RL,41,9664,SWISU,5,6,1977,1977,1593,1612,2,1,5,7,3,299769
819,190,RL,61,7466,ClearCr,10,7,1941,1982,812,1535,1,1,3,6,2,401380
820,190,RL,102,6618,OldTown,5,5,1887,1956,1326,1503,1,0,3,5,2,252762
821,40,RL,56,16332,SWISU,6,8,1992,1992,339,1215,1,0,2,6,2,267980
822,190,RL,75,5846,Crawfor,7,5,1939,1950,48,1541,2,1,2,6,1,321547
823,60,RM,84,11392,Blueste,5,5,1939,1965,1195,1275,2,1,2,7,1,185552
824,30,RL,81,14724,StoneBr,5,6,1985,1985,998,2143,2,0,3,8,1,305126
825,40,RL,118,14917,CollgCr,6,6,1881,2003,1199,2310,1,0,2,6,2,321689
826,50,RL,46,8093,Veenker,6,5,1970,1996,1799,1305,2,0,3,7,1,259031
827,90,RL,48,9675,MeadowV,5,3,1893,1955,555,677,1,0,3,8,1,186778
828,30,RL,46,8899,Blmngtn,5,7,1927,1951,1065,1658,1,1,0,6,2,290536
829,120,RL,64,4359,Sawyer,6,9,1982,1982,1640,1640,1,0,2,9,0,266241
830,80,RL,91,12650,Gilbert,6,6,1935,1953,612,1552,2,0,3,5,1,266920
831,30,RL,49,10654,Blmngtn,6,5,1891,1994,816,1766,1,1,2,9,3,248868
832,160,RL,92,16262,IDOTRR,3,10,1934,1972,343,2190,2,0,2,5,2,248677
833,190,RL,70,7207,Timber,6,7,1989,2003,1945,1916,2,1,2,6,2,393664
834,50,RM,47,14854,SawyerW,8,5,1883,1992,168,1765,1,0,3,7,0,312619
835,70,RL,34,15136,CollgCr,6,7,1915,1994,1369,1876,1,1,3,9,2,366003
836,80,RM,39,10688,Mitchel,6,7,1880,1992,522,1625,1,2,2,6,1,251146
837,20,RL,56,1816,SawyerW,6,8,1896,2000,629,1027,1,0,3,8,3,236373
838,60,RL,66,8449,Blueste,7,7,1941,1957,1475,2225,1,1,4,8,2,392991
839,20,RL,96,17643,IDOTRR,8,6,1927,1988,752,1551,2,2,3,5,3,372796
840,30,RL,85,11688,SWISU,4,6,1941,1974,1310,1027,1,2,1,7,2,240963
841,20,RL,53,13273,Crawfor,5,5,1948,1965,1602,936,2,0,3,7,2,316692
842,160,RL,78,10143,MeadowV,5,6,1982,1984,1130,1041,1,0,3,6,2,283900
843,50,RL,103,9606,StoneBr,5,7,1989,1989,1405,883,2,0,5,8,2,235458
844,120,RH,107,3030,Timber,4,9,1970,1970,1082,1834,2,0,5,9,2,262341
845,90,RL,63,13678,Crawfor,7,5,1993,2009,1100,1412,2,0,3,8,1,296449
846,60,RL,89,14818,Edwards,3,5,1968,1976,796,1888,2,0,3,10,2,198996
847,160,RL,97,6696,IDOTRR,6,5,1935,1964,1821,2084,1,1,4,4,1,302833
848,160,RM,39,9784,NAmes,6,6,1957,2009,1347,1955,1,0,4,4,2,378664
849,20,RL,59,9245,NAmes,4,6,1893,1966,1258,1817,2,1,3,9,2,324808
850,190,RL,114,12180,NridgHt,8,2,1904,1992,1358,1643,2,1,2,9,4,360745
851,20,RL,63,8322,Timber,7,5,1911,1954,779,1404,2,0,2,5,2,300995
852,30,RL,20,14225,OldTown,5,4,1961,1965,1422,1438,1,0,3,6,2,269796
853,90,RL,67,10785,Timber,5,2,1957,1964,1672,1792,1,1,3,8,1,270397
854,40,RM,92,1300,NPkVill,5,7,1985,1991,497,1019,1,0,5,5,2,257225
855,20,RL,70,12270,Blueste,6,5,1899,1995,1266,1473,2,0,4,6,3,273478
856,50,RL,84,14485,BrDale,4,5,1953,1983,1075,1128,2,1,2,7,2,299460
857,70,RL,88,5891,ClearCr,6,3,1889,1997,842,2086,2,0,3,11,2,320286
858,60,RL,62,12134,NridgHt,7,4,2002,2002,612,1858,2,1,2,8,1,330651
859,180,RL,59,17819,Blueste,4,6,1913,1957,1470,2568,2,1,3,8,2,270774
860,20,RL,73,10948,Blueste,7,5,1919,1996,1133,1121,2,0,3,6,3,188127
861,50,RL,73,15066,Veenker,3,7,2006,2006,967,1174,1,1,2,7,1,238721
862,50,RL,71,8731,Sawyer,8,5,1912,1954,1266,1528,2,0,2,5,2,294686
863,60,RL,71,10428,Sawyer,4,5,1950,2001,999,1137,1,1,2,12,2,271412
864,40,RL,55,9681,NridgHt,6,5,1977,1997,768,1768,2,1,2,7,1,250019
865,50,RL,85,8951,Somerst,5,6,2003,2003,1101,1474,1,0,4,7,2,261094
866,70,RM,81,9909,NoRidge,7,5,1922,1975,1038,1255,2,0,1,9,1,319501
867,50,RL,43,3977,SWISU,6,8,1993,1993,340,2043,2,1,2,3,1,314503
868,50,RL,62,9176,NAmes,4,6,1968,1993,798,575,2,0,2,10,2,172649
869,50,RM,71,15851,NridgHt,6,5,1892,1972,544,1771,2,1,4,6,2,277533
870,120,RL,59,6645,BrDale,5,7,2007,2007,389,1224,2,0,3,6,1,307750
871,120,RM,82,6235,BrDale,6,8,1931,1958,1237,1908,2,0,2,5,3,329192
872,40,RL,68,10744,Blueste,8,5,1896,1998,782,2028,1,0,3,8,1,311134
873,20,RH,73,10944,SawyerW,5,5,1892,1969,1466,361,2,1,3,9,4,262286
874,50,RL,61,12009,Mitchel,5,6,1963,1977,318,1394,1,1,3,4,2,260904
875,90,RL,30,10045,Somerst,2,5,1976,1993,930,1529,2,0,3,4,2,281260
876,20,RL,28,10787,CollgCr,6,9,1985,2006,803,334,2,1,2,9,1,237637
877,40,FV,81,9096,Somerst,5,5,1975,1986,418,1613,2,1,4,5,2,301324
878,190,RM,75,5396,Gilbert,5,3,1887,1973,1052,1235,2,0,3,7,1,288686
879,190,RL,78,10214,Blmngtn,4,9,1935,1993,453,897,2,0,3,7,2,194777
880,45,RL,72,13398,BrkSide,5,7,1983,1983,1139,1174,2,0,2,9,2,240598
881,20,FV,74,12560,SWISU,9,4,1962,1969,1338,1088,1,0,4,7,1,248524
882,20,RL,89,3523,Blueste,5,8,1923,2009,1157,1214,2,0,3,6,2,247012
883,80,RM,78,11507,MeadowV,6,5,1982,1997,1207,1592,2,1,2,10,1,236427
884,30,RM,90,6928,OldTown,7,5,1991,1991,1462,1990,1,2,2,6,2,369725
885,180,RL,73,16068,StoneBr,7,8,1921,1993,1039,1461,2,0,3,6,1,258523
886,80,RL,63,11805,SWISU,5,5,1909,1958,719,2051,2,0,3,5,2,326340
887,70,RL,73,14085,Edwards,6,4,1905,1994,806,977,3,0,4,10,2,271287
888,120,RL,53,10584,Somerst,7,5,2004,2004,815,1576,2,1,3,7,2,292759
889,120,RM,62,10235,Somerst,2,6,1898,1966,632,2553,1,0,3,4,1,290021
890,30,RL,73,16483,Blmngtn,5,4,1932,1985,1363,704,1,1,2,7,1,230046
891,60,RM,73,14391,Crawfor,4,6,1964,1964,1260,685,2,0,3,6,1,155875
892,60,RL,67,10971,Sawyer,5,6,1896,1968,383,2139,2,1,5,10,1,227690
893,40,C (all),42,9701,CollgCr,5,5,1983,1983,719,1610,2,0,3,6,1,236856
894,160,RL,82,3671,IDOTRR,7,6,1984,2008,613,1199,1,0,2,8,2,280565
895,30,RL,86,11798,NoRidge,4,7,1983,1983,1176,935,2,0,2,7,2,222032
896,180,RL,102,9995,NAmes,6,5,2003,2003,1480,1482,2,0,2,4,2,285871
897,20,RL,78,12715,Somerst,6,5,1960,1993,1229,1566,1,1,3,9,2,325056
898,60,RL,70,13931,NridgHt,6,5,1916,1981,769,1569,1,0,4,5,2,309210
899,180,RM,49,15431,NAmes,7,6,2000,2000,922,930,1,0,2,7,4,270178
